time,co,no,no2,so2,o3
2022-01-14 20:00:00,176.32468,0.21801603,4.6024704,1.1987091,62.678604
2022-01-14 21:00:00,176.16957,0.20396982,4.3622575,1.1877565,62.439674
2022-01-14 22:00:00,175.84358,0.18572938,4.101546,1.1586944,62.26606
2022-01-14 23:00:00,174.4203,0.16392228,3.8367283,1.1294954,62.175034
2022-01-15 00:00:00,173.20758,0.1401607,3.6105416,1.1008952,62.040157
2022-01-15 01:00:00,172.10435,0.11296895,3.4105513,1.0849668,61.974144
2022-01-15 02:00:00,171.42535,0.09731975,3.2486413,1.0732223,61.856354
2022-01-15 03:00:00,170.13467,0.08456541,3.1175792,1.0595242,61.76604
2022-01-15 04:00:00,169.70848,0.07439716,3.0148058,1.0630889,61.710182
2022-01-15 05:00:00,169.60962,0.0717234,3.0056252,1.0763346,61.635033
2022-01-15 06:00:00,169.8322,0.09524846,3.075543,1.1019677,61.509007
