Ημερομηνία,PM10 (μgr/m3),PM10 Valid,PM2.5 (μgr/m3),PM2.5 Valid,Measurement Duration,source_file,sheet_name,PM10 (μgr/Nm3),PM2.5 (μgr/Nm3)
2016-05-19,32.3,yes,21.6,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-05,,
2016-05-20,19.7,yes,13.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-05,,
2016-05-21,7.1,yes,4.6,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-05,,
2016-05-22,14.0,yes,10.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-05,,
2016-05-23,21.9,yes,15.1,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-05,,
2016-05-24,33.7,yes,23.6,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-05,,
2016-05-25,18.9,yes,13.1,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-05,,
2016-05-26,22.4,yes,15.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-05,,
2016-05-27,17.1,yes,11.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-05,,
2016-05-28,17.0,yes,11.3,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-05,,
2016-05-29,17.8,yes,12.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-05,,
2016-05-30,20.1,yes,13.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-05,,
2016-05-31,29.4,yes,20.6,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-05,,
2016-06-01,32.8,yes,22.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-02,22.7,yes,15.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-03,18.4,yes,12.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-04,12.9,yes,9.2,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-05,12.4,yes,8.2,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-06,12.0,yes,8.2,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-07,10.7,yes,7.3,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-08,10.4,yes,7.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-09,14.9,yes,10.2,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-10,17.1,yes,11.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-11,18.4,yes,12.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-12,16.0,yes,10.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-13,15.5,yes,10.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-14,17.2,yes,12.3,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-15,14.0,yes,9.6,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-16,19.8,yes,13.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-17,21.2,yes,14.6,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-18,22.7,yes,15.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-19,31.6,yes,22.1,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-20,38.2,yes,26.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-06-21,39.6,yes,27.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-06,,
2016-07-01,17.3,yes,11.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-02,24.3,yes,16.6,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-03,12.1,yes,8.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-04,33.4,yes,22.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-05,28.4,yes,19.2,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-06,29.3,yes,19.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-07,12.2,yes,8.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-08,14.9,yes,10.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-09,18.4,yes,12.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-10,20.6,yes,14.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-11,20.7,yes,14.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-12,21.8,yes,14.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-13,14.8,yes,10.1,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-14,29.1,yes,20.1,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-15,36.8,yes,25.3,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-16,25.4,yes,17.2,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-17,14.1,yes,9.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-18,38.1,yes,26.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-19,17.0,yes,11.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-20,17.1,yes,12.3,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-21,26.6,yes,18.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-22,40.9,yes,27.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-23,37.8,yes,26.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-24,31.2,yes,21.2,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-25,36.3,yes,24.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-26,39.9,yes,27.2,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-27,30.1,yes,20.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-28,37.6,yes,25.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-29,31.0,yes,21.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-30,32.1,yes,21.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-07-31,33.3,yes,23.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-07,,
2016-08-01,75.4,yes,52.1,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-02,53.3,yes,36.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-03,22.5,yes,15.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-04,31.0,yes,21.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-05,30.7,yes,21.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-06,32.5,yes,22.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-07,32.1,yes,22.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-08,36.7,yes,24.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-09,36.5,yes,24.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-10,47.7,yes,32.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-11,63.9,yes,44.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-12,16.5,yes,11.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-13,18.0,yes,12.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-14,54.5,yes,37.6,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-15,16.8,yes,11.1,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-16,54.5,yes,37.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-17,33.4,yes,23.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-18,26.2,yes,17.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-19,23.8,yes,15.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-20,21.5,yes,14.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-21,24.3,yes,16.2,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-22,57.7,yes,39.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-23,14.6,yes,9.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-24,16.8,yes,11.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-25,27.4,yes,18.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-26,31.1,yes,20.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-27,16.8,yes,11.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-28,23.9,yes,16.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-29,58.0,yes,39.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-30,34.3,yes,23.1,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-08-31,33.9,yes,23.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-08,,
2016-09-01,30.3,yes,20.6,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-02,21.7,yes,15.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-03,25.8,yes,17.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-04,19.4,yes,12.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-05,27.2,yes,18.6,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-06,20.6,yes,14.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-07,20.8,yes,14.2,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-08,42.0,yes,28.3,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-09,36.0,yes,25.2,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-10,53.2,yes,36.3,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-11,37.3,yes,25.2,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-12,83.8,yes,58.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-13,97.2,yes,66.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-14,53.8,yes,37.2,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-15,62.0,yes,42.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-16,39.2,yes,27.3,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-17,37.5,yes,25.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-18,54.8,yes,37.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-19,32.8,yes,22.1,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-20,29.5,yes,20.6,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-21,28.9,yes,19.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-22,19.3,yes,12.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-23,23.2,yes,15.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-24,68.7,yes,47.6,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-25,32.7,yes,22.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-26,38.0,yes,26.1,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-27,36.2,yes,24.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-28,29.9,yes,20.6,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-09-29,54.2,yes,36.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-09,,
2016-10-01,46.4,yes,31.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-02,33.1,yes,22.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-03,47.2,yes,32.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-14,22.7,yes,15.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-15,64.9,yes,44.3,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-16,28.6,yes,19.3,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-17,18.9,yes,12.6,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-18,18.4,yes,12.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-19,12.8,yes,9.3,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-20,27.8,yes,18.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-21,38.5,yes,26.1,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-22,37.3,yes,25.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-23,33.7,yes,23.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-24,29.0,yes,20.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-25,30.9,yes,21.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-26,25.0,yes,17.1,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-27,27.2,yes,18.2,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-28,13.0,yes,9.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-29,16.8,yes,11.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-30,17.9,yes,12.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-10-31,15.8,yes,10.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-10,,
2016-11-01,23.3,yes,15.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-02,59.2,yes,38.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-03,67.4,yes,45.1,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-04,33.2,yes,22.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-05,11.9,yes,8.2,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-06,33.4,yes,21.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-07,30.5,yes,20.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-08,30.3,yes,19.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-09,13.0,yes,8.6,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-10,34.9,yes,23.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-11,52.0,yes,34.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-12,22.4,yes,14.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-13,12.2,yes,8.1,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-14,14.1,yes,9.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-15,19.5,yes,13.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-16,47.9,yes,31.3,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-17,74.8,yes,50.2,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-18,99.2,yes,66.3,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-19,64.4,yes,42.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-20,63.8,yes,42.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-21,76.8,yes,50.6,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-22,53.3,yes,35.0,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-23,60.4,yes,40.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-24,72.6,yes,48.1,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-11-25,46.8,yes,31.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-11,,
2016-12-02,100.1,yes,64.1,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-03,28.5,yes,17.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-04,39.2,yes,24.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-05,48.0,yes,30.6,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-06,86.0,yes,55.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-07,30.8,yes,19.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-08,31.2,yes,19.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-09,81.3,yes,52.7,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-10,42.1,yes,27.2,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-11,65.4,yes,41.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-12,39.5,yes,25.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-13,25.7,yes,16.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-14,46.2,yes,29.6,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-15,60.4,yes,39.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-16,41.0,yes,26.4,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-17,33.3,yes,21.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-18,66.4,yes,42.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-19,120.4,yes,77.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-20,93.1,yes,60.3,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-21,43.4,yes,27.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-22,47.2,yes,30.3,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-23,79.2,yes,51.5,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-24,40.6,yes,25.9,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-25,32.5,yes,21.2,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2016-12-31,25.1,yes,15.8,yes,24 hours,data_pm_2016_0.xlsx,PM-2016-12,,
2017-01-20,36.8,yes,24.5,yes,24 hours,data_pm_2017.xlsx,PM-2017-01,,
2017-01-21,37.6,yes,32.4,yes,24 hours,data_pm_2017.xlsx,PM-2017-01,,
2017-01-22,54.9,yes,43.7,yes,24 hours,data_pm_2017.xlsx,PM-2017-01,,
2017-01-23,71.7,yes,32.8,yes,24 hours,data_pm_2017.xlsx,PM-2017-01,,
2017-01-24,35.3,yes,27.5,yes,24 hours,data_pm_2017.xlsx,PM-2017-01,,
2017-01-25,42.0,yes,36.4,yes,24 hours,data_pm_2017.xlsx,PM-2017-01,,
2017-01-26,26.4,yes,23.0,yes,24 hours,data_pm_2017.xlsx,PM-2017-01,,
2017-01-27,41.0,yes,26.7,yes,24 hours,data_pm_2017.xlsx,PM-2017-01,,
2017-01-28,74.1,yes,43.4,yes,24 hours,data_pm_2017.xlsx,PM-2017-01,,
2017-01-29,49.8,yes,44.4,yes,24 hours,data_pm_2017.xlsx,PM-2017-01,,
2017-01-30,36.4,yes,31.0,yes,24 hours,data_pm_2017.xlsx,PM-2017-01,,
2017-02-01,46.1,yes,15.0,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-02,52.6,yes,38.9,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-03,68.9,yes,45.1,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-04,84.1,yes,22.0,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-05,34.5,yes,8.2,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-06,62.5,yes,21.9,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-07,8.3,yes,20.7,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-08,20.1,yes,19.8,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-09,21.8,yes,8.6,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-10,16.1,yes,23.5,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-11,23.5,yes,34.7,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-12,18.1,yes,14.8,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-13,40.9,yes,8.1,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-14,45.0,yes,9.5,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-15,39.1,yes,13.0,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-16,44.9,yes,31.3,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-17,89.5,yes,50.2,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-18,74.9,yes,66.3,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-19,43.4,yes,42.7,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-20,13.0,yes,42.7,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-21,72.4,yes,50.6,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-22,139.0,yes,35.0,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-23,93.3,yes,40.7,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-24,115.4,yes,48.1,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-02-25,68.8,yes,31.5,yes,24 hours,data_pm_2017.xlsx,PM-2017-02,,
2017-03-01,51.8,yes,28.1,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-02,12.8,yes,5.8,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-03,69.9,yes,35.2,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-04,43.3,yes,27.6,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-05,96.6,yes,52.4,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-06,66.4,yes,41.2,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-07,52.3,yes,24.2,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-08,8.4,yes,7.6,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-09,19.2,yes,14.8,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-10,16.5,yes,15.5,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-11,8.0,yes,7.1,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-12,21.1,yes,18.9,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-13,16.1,yes,12.9,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-14,34.7,yes,25.1,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-15,35.7,yes,25.5,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-16,34.6,yes,27.0,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-17,32.6,yes,18.7,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-18,35.5,yes,17.9,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-19,39.5,yes,27.2,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-20,52.6,yes,33.7,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-21,87.1,yes,44.1,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-22,83.5,yes,43.7,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-23,83.0,yes,21.9,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-24,86.6,yes,22.2,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-25,45.3,yes,24.7,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-26,46.6,yes,21.6,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-27,31.8,yes,19.2,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-28,47.6,yes,23.3,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-29,66.1,yes,25.0,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-30,78.9,yes,25.0,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-03-31,39.8,yes,17.8,yes,24 hours,data_pm_2017.xlsx,PM-2017-03,,
2017-04-01,37.2,yes,20.9,yes,24 hours,data_pm_2017.xlsx,PM-2017-04,,
2017-04-02,31.0,yes,17.5,yes,24 hours,data_pm_2017.xlsx,PM-2017-04,,
2017-04-03,50.7,yes,25.7,yes,24 hours,data_pm_2017.xlsx,PM-2017-04,,
2017-04-04,50.2,yes,26.9,yes,24 hours,data_pm_2017.xlsx,PM-2017-04,,
2017-04-05,53.2,yes,27.1,yes,24 hours,data_pm_2017.xlsx,PM-2017-04,,
2017-04-06,25.0,yes,9.3,yes,24 hours,data_pm_2017.xlsx,PM-2017-04,,
2017-04-07,22.7,yes,22.7,yes,24 hours,data_pm_2017.xlsx,PM-2017-04,,
2017-04-08,15.4,yes,7.0,yes,24 hours,data_pm_2017.xlsx,PM-2017-04,,
2017-04-09,11.4,yes,8.5,yes,24 hours,data_pm_2017.xlsx,PM-2017-04,,
2017-04-10,22.8,yes,13.5,yes,24 hours,data_pm_2017.xlsx,PM-2017-04,,
2017-04-11,36.6,yes,17.1,yes,24 hours,data_pm_2017.xlsx,PM-2017-04,,
2017-04-12,34.6,yes,17.4,yes,24 hours,data_pm_2017.xlsx,PM-2017-04,,
