Ημερομηνία,PM10 (μgr/m3),PM10 Valid,PM2.5 (μgr/m3),PM2.5 Valid,Measurement Duration,source_file,sheet_name,PM10 (μgr/Nm3),PM2.5 (μgr/Nm3)
2014-03-01,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,34.5,24.0
2014-03-02,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,21.6,17.5
2014-03-03,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,20.4,16.9
2014-03-04,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,38.9,26.3
2014-03-05,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,38.7,26.1
2014-03-06,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,64.6,39.9
2014-03-07,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,31.4,22.4
2014-03-08,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,46.0,30.0
2014-03-09,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,23.7,18.5
2014-03-10,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,23.1,18.2
2014-03-11,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,25.7,19.5
2014-03-12,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,91.6,54.3
2014-03-13,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,78.7,47.4
2014-03-14,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,74.2,45.0
2014-03-15,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,77.9,47.0
2014-03-16,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,47.4,30.7
2014-03-17,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,83.0,49.7
2014-03-18,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,134.8,77.5
2014-03-19,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,149.1,85.2
2014-03-20,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,38.9,26.3
2014-03-21,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,68.5,42.0
2014-03-22,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,55.5,35.0
2014-03-23,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,68.3,41.8
2014-03-24,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,57.3,36.0
2014-03-25,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,23.3,18.3
2014-03-26,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,44.2,29.0
2014-03-27,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,52.9,33.6
2014-03-28,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,29.9,21.6
2014-03-29,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,24.9,19.1
2014-03-30,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,37.8,25.7
2014-03-31,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-03,46.5,30.2
2014-04-01,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,67.3,41.3
2014-04-02,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,63.9,39.5
2014-04-03,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,49.3,31.7
2014-04-04,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,49.6,31.9
2014-04-05,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,27.3,20.3
2014-04-06,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,38.5,26.0
2014-04-07,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,40.8,27.3
2014-04-08,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,33.8,23.6
2014-04-09,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,39.0,26.3
2014-04-10,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,32.7,23.0
2014-04-11,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,25.2,19.2
2014-04-12,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,25.6,19.4
2014-04-13,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,28.9,21.1
2014-04-14,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,35.4,24.4
2014-04-15,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,38.0,25.8
2014-04-16,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,28.0,20.6
2014-04-17,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,19.4,16.4
2014-04-18,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,8.0,12.9
2014-04-19,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,19.7,16.6
2014-04-20,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,26.4,19.8
2014-04-21,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,22.6,17.9
2014-04-22,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,37.4,25.5
2014-04-23,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,38.8,26.2
2014-04-24,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,55.0,34.8
2014-04-25,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,24.1,18.7
2014-04-26,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,26.8,20.0
2014-04-27,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,25.1,19.2
2014-04-28,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,37.6,25.6
2014-04-29,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,60.6,37.7
2014-04-30,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-04,23.7,18.5
2014-05-01,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,34.5,24.0
2014-05-02,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,21.6,17.5
2014-05-03,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,20.4,16.9
2014-05-04,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,38.9,26.3
2014-05-05,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,38.7,26.1
2014-05-06,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,64.6,39.9
2014-05-07,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,31.4,22.4
2014-05-08,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,46.0,30.0
2014-05-09,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,23.7,18.5
2014-05-10,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,23.1,18.2
2014-05-11,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,25.7,19.5
2014-05-12,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,91.6,54.3
2014-05-13,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,78.7,47.4
2014-05-14,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,74.2,45.0
2014-05-15,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,77.9,47.0
2014-05-16,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,47.4,30.7
2014-05-17,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,83.0,49.7
2014-05-18,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,134.8,77.5
2014-05-19,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,149.1,85.2
2014-05-20,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,38.9,26.3
2014-05-21,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,68.5,42.0
2014-05-22,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,55.5,35.0
2014-05-23,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,68.3,41.8
2014-05-24,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,57.3,36.0
2014-05-25,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,23.3,18.3
2014-05-26,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,44.2,29.0
2014-05-27,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,52.9,33.6
2014-05-28,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,29.9,21.6
2014-05-29,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,24.9,19.1
2014-05-30,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,37.8,25.7
2014-05-31,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-05,46.5,30.2
2014-06-01,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,19.5,12.9
2014-06-02,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,13.9,9.3
2014-06-03,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,25.7,17.1
2014-06-04,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,37.5,23.7
2014-06-05,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,40.6,26.2
2014-06-06,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,30.0,19.3
2014-06-07,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,35.2,23.4
2014-06-08,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,28.7,18.4
2014-06-09,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,47.5,29.1
2014-06-10,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,54.8,36.0
2014-06-11,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,63.3,40.0
2014-06-12,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,49.4,33.3
2014-06-13,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,44.4,29.9
2014-06-14,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,61.2,37.9
2014-06-15,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,41.7,26.1
2014-06-16,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,41.8,27.3
2014-06-17,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,54.0,35.1
2014-06-18,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,43.1,26.6
2014-06-19,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,26.7,17.2
2014-06-20,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,19.7,12.4
2014-06-21,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,18.7,12.0
2014-06-22,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,22.1,13.7
2014-06-23,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,33.7,20.9
2014-06-24,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,38.6,24.4
2014-06-25,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,45.6,30.2
2014-06-26,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,51.4,33.2
2014-06-27,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,32.5,20.4
2014-06-28,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-06,26.1,17.0
2014-07-01,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,-,-
2014-07-02,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,-,-
2014-07-03,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,46.7,27.8
2014-07-04,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,18.9,12.0
2014-07-05,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,23.8,14.7
2014-07-06,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,40.3,23.7
2014-07-07,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,46.5,30.1
2014-07-08,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,59.7,44.5
2014-07-09,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,63.8,39.8
2014-07-10,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,32.5,20.3
2014-07-11,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,16.1,11.2
2014-07-12,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,13.1,7.5
2014-07-13,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,14.0,10.3
2014-07-14,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,15.0,10.5
2014-07-15,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,23.3,13.4
2014-07-16,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,33.6,23.4
2014-07-17,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,51.6,38.5
2014-07-18,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,55.6,40.3
2014-07-19,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,59.4,40.8
2014-07-24,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,37.2,25.1
2014-07-25,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,33.3,24.8
2014-07-26,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,20.0,14.0
2014-07-27,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,32.0,23.5
2014-07-28,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,21.0,12.4
2014-07-29,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,18.8,13.0
2014-07-30,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,19.5,11.5
2014-07-31,,yes,,yes,24 hours,data_pm_2014.xlsx,PM-2014-07,22.9,16.7
2014-08-13,85.6,yes,50.2,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-08-14,105.9,yes,75.5,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-08-15,81.8,yes,49.1,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-08-16,45.1,yes,34.3,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-08-17,31.9,yes,19.9,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-08-18,17.5,yes,11.4,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-08-19,37.8,yes,26.3,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-08-20,38.2,yes,24.8,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-08-21,43.3,yes,28.9,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-08-22,51.5,yes,34.1,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-08-23,63.8,yes,43.5,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-08-24,72.0,yes,43.3,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-08-25,47.7,yes,31.1,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-08-26,42.3,yes,30.8,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-08-27,54.0,yes,40.3,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-08-28,41.9,yes,24.4,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-08-29,37.8,yes,26.4,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-08-30,27.2,yes,15.7,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-08-31,19.6,yes,12.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-08,,
2014-09-01,26.3,yes,19.4,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-02,40.0,yes,30.6,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-03,18.7,yes,13.5,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-10,46.9,yes,33.5,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-11,66.3,yes,42.7,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-12,56.2,yes,41.4,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-13,58.8,yes,39.9,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-14,59.5,yes,36.1,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-15,40.8,yes,30.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-16,29.8,yes,17.8,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-17,28.4,yes,18.7,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-18,44.4,yes,31.9,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-19,58.6,yes,44.5,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-20,60.9,yes,35.7,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-21,64.8,yes,47.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-22,84.8,yes,64.7,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-23,20.8,yes,14.2,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-24,19.2,yes,11.9,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-25,39.4,yes,24.6,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-26,39.4,yes,24.9,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-27,24.9,yes,16.9,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-28,24.4,yes,16.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-29,39.0,yes,26.8,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-09-30,63.3,yes,39.8,yes,24 hours,data_pm_2014.xlsx,PM-2014-09,,
2014-10-03,34.1,yes,27.8,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-04,30.6,yes,20.5,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-05,31.7,yes,23.7,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-06,36.6,yes,19.9,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-07,33.3,yes,20.9,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-08,35.0,yes,21.1,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-09,55.6,yes,43.7,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-10,60.1,yes,35.4,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-11,43.1,yes,33.3,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-12,32.2,yes,22.2,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-13,76.1,yes,52.5,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-14,64.3,yes,45.3,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-15,74.5,yes,51.1,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-16,122.9,yes,91.6,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-17,119.0,yes,74.4,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-18,42.6,yes,24.2,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-19,19.2,yes,13.2,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-24,17.2,yes,13.4,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-25,8.8,yes,5.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-26,11.4,yes,8.8,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-27,27.1,yes,17.5,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-28,16.9,yes,11.8,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-29,20.2,yes,11.2,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-30,47.8,yes,28.5,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-10-31,30.4,yes,19.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-10,,
2014-11-13,38.2,yes,27.1,yes,24 hours,data_pm_2014.xlsx,PM-2014-11,,
2014-11-14,37.3,yes,22.8,yes,24 hours,data_pm_2014.xlsx,PM-2014-11,,
2014-11-15,35.5,yes,23.2,yes,24 hours,data_pm_2014.xlsx,PM-2014-11,,
2014-11-16,21.7,yes,14.4,yes,24 hours,data_pm_2014.xlsx,PM-2014-11,,
2014-11-17,49.3,yes,33.9,yes,24 hours,data_pm_2014.xlsx,PM-2014-11,,
2014-11-18,86.3,yes,60.9,yes,24 hours,data_pm_2014.xlsx,PM-2014-11,,
2014-11-19,41.0,yes,23.7,yes,24 hours,data_pm_2014.xlsx,PM-2014-11,,
2014-11-20,13.3,yes,9.4,yes,24 hours,data_pm_2014.xlsx,PM-2014-11,,
2014-11-21,14.6,yes,9.1,yes,24 hours,data_pm_2014.xlsx,PM-2014-11,,
2014-11-22,30.8,yes,23.5,yes,24 hours,data_pm_2014.xlsx,PM-2014-11,,
2014-11-23,37.7,yes,25.3,yes,24 hours,data_pm_2014.xlsx,PM-2014-11,,
2014-11-24,56.1,yes,41.2,yes,24 hours,data_pm_2014.xlsx,PM-2014-11,,
2014-11-25,40.9,yes,27.5,yes,24 hours,data_pm_2014.xlsx,PM-2014-11,,
2014-11-26,51.4,yes,34.2,yes,24 hours,data_pm_2014.xlsx,PM-2014-11,,
2014-11-27,24.8,yes,15.4,yes,24 hours,data_pm_2014.xlsx,PM-2014-11,,
2014-11-28,37.5,yes,24.2,yes,24 hours,data_pm_2014.xlsx,PM-2014-11,,
2014-11-29,52.4,yes,39.7,yes,24 hours,data_pm_2014.xlsx,PM-2014-11,,
2014-11-30,47.8,yes,35.3,yes,24 hours,data_pm_2014.xlsx,PM-2014-11,,
2014-12-01,23.0,yes,17.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-01,230.0,yes,170.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-02,268.0,yes,189.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-02,26.8,yes,18.9,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-03,347.0,yes,249.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-03,34.7,yes,24.9,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-10,16.6,yes,11.9,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-10,166.0,yes,119.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-11,376.0,yes,284.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-11,37.6,yes,28.4,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-12,373.0,yes,255.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-12,37.3,yes,25.5,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-13,110.5,yes,69.4,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-13,1105.0,yes,694.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-14,88.7,yes,61.4,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-14,887.0,yes,614.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-15,1158.0,yes,785.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-15,115.8,yes,78.5,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-16,91.2,yes,57.4,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-16,912.0,yes,574.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-17,651.0,yes,450.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-17,65.1,yes,45.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-18,536.0,yes,370.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-18,53.6,yes,37.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-19,861.0,yes,657.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-19,86.1,yes,65.7,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-20,94.8,yes,58.8,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-20,948.0,yes,588.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-21,40.7,yes,29.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-21,407.0,yes,290.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-22,59.7,yes,37.9,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-22,597.0,yes,379.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-23,128.7,yes,90.1,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-23,1287.0,yes,901.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-24,198.5,yes,147.1,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-24,1985.0,yes,1471.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-25,92.9,yes,64.8,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-25,929.0,yes,648.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-26,41.8,yes,28.3,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-26,418.0,yes,283.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-27,10.2,yes,6.1,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-27,102.0,yes,61.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-28,79.3,yes,48.4,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-28,793.0,yes,484.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-29,317.0,yes,198.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-29,31.7,yes,19.8,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-30,231.0,yes,165.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
2014-12-30,23.1,yes,16.5,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-31,32.9,yes,21.7,yes,24 hours,data_pm_2014.xlsx,PM-2014-12,,
2014-12-31,329.0,yes,217.0,yes,24 hours,data_pm_2014.xlsx,PM-2014-02,,
